Ingreso,Título,Jurisdicción,Departamento
2023/04/03,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 1,FLORES
2023/02/16,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 25,MONTEVIDEO
2023/02/16,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 16,MONTEVIDEO
2023/02/16,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 18,MONTEVIDEO
2023/03/18,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 5,MONTEVIDEO
2023/02/20,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 1,TREINTA Y TRES
2023/02/22,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 1,MALDONADO
2023/02/22,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 7,SALTO
2023/02/22,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 3,PAYSANDÚ
2023/02/23,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 13,MONTEVIDEO
2023/02/24,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 6,CANELONES
2023/02/23,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 5,MONTEVIDEO
2023/02/23,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 21,MONTEVIDEO
2023/02/26,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 6,MONTEVIDEO
2023/02/27,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 18,CANELONES
2023/02/28,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 1,DURAZNO
2023/02/27,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 19,CANELONES
2023/03/01,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 12,CANELONES
2023/09/26,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 24,CANELONES
2023/03/01,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 28,CANELONES
2023/03/03,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 25,CANELONES
2023/03/03,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 19,MONTEVIDEO
2023/03/06,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 13,TACUAREMBÓ
2023/03/07,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 27,CANELONES
2023/03/07,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 16,TACUAREMBÓ
2023/03/15,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 2,RÍO NEGRO
2023/03/07,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 1,PAYSANDÚ
2023/03/09,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 17,MONTEVIDEO
2023/03/09,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 1,ROCHA
2023/03/10,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 6,CANELONES
2023/03/10,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 22,CANELONES
2023/03/10,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 8,MONTEVIDEO
2023/03/10,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 1,LAVALLEJA
2023/03/15,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 10,RÍO NEGRO
2023/03/12,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 5,SORIANO
2023/03/13,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 7,SALTO
2023/03/13,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 1,MALDONADO
2023/03/16,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 18,CANELONES
2023/03/16,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 2,MONTEVIDEO
2023/03/17,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 13,MONTEVIDEO
2023/03/18,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 12,MONTEVIDEO
2023/03/17,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 12,ROCHA
2023/03/17,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 5,PAYSANDÚ
2023/03/17,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 1,ROCHA
2023/03/18,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 16,CANELONES
2023/03/18,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 1,PAYSANDÚ
2023/03/27,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 5,MONTEVIDEO
2023/03/20,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 3,MONTEVIDEO
2023/03/20,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 5,PAYSANDÚ
2023/03/20,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 7,CANELONES
2023/03/21,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 8,COLONIA
2023/03/23,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 12,MALDONADO
2023/03/22,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 2,CERRO LARGO
2023/03/23,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 26,CANELONES
2023/03/23,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 3,MALDONADO
2023/03/24,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 13,MONTEVIDEO
2023/03/27,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 8,MONTEVIDEO
2023/03/27,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 1,FLORIDA
2023/03/29,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 3,PAYSANDÚ
2023/04/02,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 14,LAVALLEJA
2023/04/07,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 21,MONTEVIDEO
2023/04/07,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 26,CANELONES
2023/04/08,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 3,ROCHA
2023/04/08,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 4,MONTEVIDEO
2023/04/13,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 19,CANELONES
2023/04/13,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 6,MALDONADO
2023/04/18,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 7,CANELONES
2023/04/15,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 11,CANELONES
2023/04/17,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 6,CERRO LARGO
2023/04/20,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 7,FLORIDA
2023/05/05,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 1,RIVERA
2023/04/20,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 12,MONTEVIDEO
2023/04/20,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 1,CERRO LARGO
2023/04/21,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 18,CANELONES
2023/04/22,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 15,MONTEVIDEO
2023/04/23,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 16,MONTEVIDEO
2023/04/23,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 19,MONTEVIDEO
2023/04/24,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 6,MONTEVIDEO
2023/04/25,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 8,MONTEVIDEO
2023/04/27,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 1,SALTO
2023/05/04,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 3,MONTEVIDEO
2023/04/27,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 22,CANELONES
2023/04/28,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 7,CANELONES
2023/04/29,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 21,CANELONES
2023/04/29,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 3,SALTO
2023/05/03,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 25,MONTEVIDEO
2023/05/02,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 26,CANELONES
2023/05/04,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 8,PAYSANDÚ
2023/05/04,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 20,MONTEVIDEO
2023/05/09,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 15,MONTEVIDEO
2023/05/06,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 1,TREINTA Y TRES
2023/05/09,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 6,COLONIA
2023/05/10,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 14,MONTEVIDEO
2023/05/10,ATENTADO VIOLENTO AL PUDOR,PREFECTURA DEL PUERTO DE MALDONADO,MALDONADO
2023/05/10,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 1,FLORIDA
2023/05/10,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 1,MONTEVIDEO
2023/05/11,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 13,MONTEVIDEO
2023/06/03,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 17,MONTEVIDEO
2023/05/15,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 27,CANELONES
2023/05/15,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 5,SORIANO
2023/05/19,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 12,MONTEVIDEO
2023/05/17,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 13,MONTEVIDEO
2023/05/18,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 10,MONTEVIDEO
2023/05/18,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 4,CANELONES
2023/05/19,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 18,MONTEVIDEO
2023/05/22,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 11,MONTEVIDEO
2023/05/26,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 15,MONTEVIDEO
2023/05/26,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 4,CANELONES
2023/05/29,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 2,LAVALLEJA
2023/05/30,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 4,MONTEVIDEO
2023/06/02,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 4,PAYSANDÚ
2023/06/02,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 1,ARTIGAS
2023/06/02,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 4,FLORIDA
2023/06/04,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 24,MONTEVIDEO
2023/06/14,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 11,MALDONADO
2023/06/06,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 1,CANELONES
2023/06/08,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 12,ROCHA
2023/06/08,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 2,MONTEVIDEO
2023/06/09,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 4,PAYSANDÚ
2023/06/10,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 5,SORIANO
2023/06/12,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 6,TACUAREMBÓ
2023/06/12,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 14,MONTEVIDEO
2023/06/12,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 16,MONTEVIDEO
2023/06/15,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 5,MONTEVIDEO
2023/06/15,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 24,MONTEVIDEO
2023/06/16,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 2,TACUAREMBÓ
2023/06/18,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 2,MONTEVIDEO
2023/06/18,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 7,FLORIDA
2023/06/19,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 1,MALDONADO
2023/06/20,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 24,MONTEVIDEO
2023/06/21,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 3,PAYSANDÚ
2023/07/03,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 1,PAYSANDÚ
2023/06/27,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 26,CANELONES
2023/06/28,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 6,FLORIDA
2023/07/13,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 7,CANELONES
2023/07/01,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 3,SALTO
2023/07/01,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 2,SALTO
2023/08/12,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 27,CANELONES
2023/07/05,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 4,MONTEVIDEO
2023/07/08,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 7,COLONIA
2023/07/09,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 4,SALTO
2023/08/12,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 7,CANELONES
2023/07/15,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 1,SALTO
2023/07/16,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 3,PAYSANDÚ
2023/10/10,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 18,MONTEVIDEO
2023/07/17,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 1,MALDONADO
2023/07/19,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 8,MONTEVIDEO
2023/07/21,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 10,MONTEVIDEO
2023/07/21,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 1,COLONIA
2023/07/22,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 20,CANELONES
2023/08/02,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 25,MONTEVIDEO
2023/07/27,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 3,PAYSANDÚ
2023/08/01,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 7,MONTEVIDEO
2023/08/02,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 1,SAN JOSÉ
2023/08/02,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 1,MONTEVIDEO
2023/08/02,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 1,SAN JOSÉ
2023/08/03,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 18,CANELONES
2023/08/05,ATENTADO VIOLENTO AL PUDOR,PREFECTURA DE CANELONES,CANELONES
2023/08/18,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 1,RIVERA
2023/08/04,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 12,MONTEVIDEO
2023/08/04,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 8,ARTIGAS
2023/08/05,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 13,MONTEVIDEO
2023/08/06,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 22,CANELONES
2023/08/06,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 15,MONTEVIDEO
2023/08/10,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 16,MONTEVIDEO
2023/08/07,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 18,CANELONES
2023/09/25,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 10,MONTEVIDEO
2023/08/14,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 9,MONTEVIDEO
2023/08/16,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 15,CANELONES
2023/08/16,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 16,CANELONES
2023/08/16,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 21,CANELONES
2023/09/29,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 3,SALTO
2023/08/18,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 4,MONTEVIDEO
2023/08/31,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 5,PAYSANDÚ
2023/08/19,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 26,CANELONES
2023/08/19,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 7,CANELONES
2023/08/20,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 20,CANELONES
2023/08/21,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 16,CANELONES
2023/08/22,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 1,PAYSANDÚ
2023/08/24,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 11,MALDONADO
2023/08/25,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 1,PAYSANDÚ
2023/08/31,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 2,CANELONES
2023/09/01,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 27,CANELONES
2023/09/02,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 24,CANELONES
2023/09/04,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 17,MONTEVIDEO
2023/09/04,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 23,MONTEVIDEO
2023/09/15,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 14,FLORIDA
2023/09/07,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 25,MONTEVIDEO
2023/09/08,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 17,MONTEVIDEO
2023/09/09,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 23,MONTEVIDEO
2023/09/10,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 23,MONTEVIDEO
2023/09/11,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 3,PAYSANDÚ
2023/09/11,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 17,MONTEVIDEO
2023/09/14,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 6,COLONIA
2023/09/14,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 16,MONTEVIDEO
2023/09/19,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 12,MONTEVIDEO
2023/09/21,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 1,SALTO
2023/09/21,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 1,RIVERA
2023/09/18,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 19,CANELONES
2023/09/19,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 28,CANELONES
2023/09/20,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 8,TREINTA Y TRES
2023/09/21,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 12,MONTEVIDEO
2023/09/20,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 2,MONTEVIDEO
2023/09/21,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 27,CANELONES
2023/09/22,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 4,SALTO
2023/09/21,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 15,CERRO LARGO
2023/09/22,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 12,MONTEVIDEO
2023/09/25,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 1,SAN JOSÉ
2023/09/25,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 2,MALDONADO
2023/09/26,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 24,MONTEVIDEO
2023/09/26,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 3,MONTEVIDEO
2023/09/26,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 10,MONTEVIDEO
2023/09/27,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 15,CERRO LARGO
2023/09/27,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 2,MALDONADO
2023/10/01,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 17,MONTEVIDEO
2023/10/06,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 3,MONTEVIDEO
2023/10/02,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 11,MONTEVIDEO
2023/10/04,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 2,PAYSANDÚ
2023/10/04,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 11,SALTO
2023/10/05,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 1,MONTEVIDEO
2023/10/07,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 12,MALDONADO
2023/10/07,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 25,MONTEVIDEO
2023/10/08,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 4,SALTO
2023/10/09,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 3,ROCHA
2023/10/25,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 19,CANELONES
2023/10/13,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 6,MONTEVIDEO
2023/10/16,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 10,MALDONADO
2023/10/23,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 1,PAYSANDÚ
2023/10/17,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 23,MONTEVIDEO
2023/10/18,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 27,CANELONES
2023/10/19,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 25,CANELONES
2023/10/18,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 7,CANELONES
2023/10/18,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 12,MONTEVIDEO
2023/10/20,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 10,CANELONES
2023/10/20,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 10,MONTEVIDEO
2023/10/26,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 18,CANELONES
2023/10/25,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 12,MALDONADO
2023/10/27,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 2,MALDONADO
2023/10/27,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 10,SAN JOSÉ
2023/10/28,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 3,MONTEVIDEO
2023/10/29,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 1,FLORIDA
2023/10/29,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 10,MONTEVIDEO
2023/10/30,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 11,SAN JOSÉ
2023/11/01,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 18,MONTEVIDEO
2023/11/02,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 17,MONTEVIDEO
2023/11/04,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 7,MONTEVIDEO
2023/11/06,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 14,COLONIA
2023/11/08,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 2,MONTEVIDEO
2023/11/08,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 16,MONTEVIDEO
2023/11/11,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 12,SALTO
2023/11/16,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 5,CANELONES
2023/11/11,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 5,SALTO
2023/11/12,ATENTADO VIOLENTO AL PUDOR,PREFECTURA DE CANELONES,CANELONES
2023/11/12,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 2,CANELONES
2023/11/12,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 8,MONTEVIDEO
2023/11/20,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 2,SAN JOSÉ
2023/11/13,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 3,SALTO
2023/11/17,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 10,SAN JOSÉ
2023/11/21,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 2,PAYSANDÚ
2023/11/18,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 15,MONTEVIDEO
2023/11/18,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 18,MONTEVIDEO
2023/11/29,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 14,MONTEVIDEO
2023/11/20,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 5,PAYSANDÚ
2023/11/21,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 9,MONTEVIDEO
2023/11/21,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 1,TREINTA Y TRES
2023/11/21,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 7,CANELONES
2023/11/24,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 5,PAYSANDÚ
2023/11/25,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 27,CANELONES
2023/11/25,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 22,CANELONES
2023/11/27,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 17,MONTEVIDEO
2023/11/26,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 6,RÍO NEGRO
2023/11/26,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 4,MONTEVIDEO
2023/11/27,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 2,ARTIGAS
2023/12/01,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 22,CANELONES
2023/11/29,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 10,MONTEVIDEO
2023/11/29,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 3,COLONIA
2023/11/29,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 21,MONTEVIDEO
2023/11/29,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 14,MONTEVIDEO
2023/12/01,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 10,ROCHA
2023/12/02,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 3,MONTEVIDEO
2023/12/08,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 2,MONTEVIDEO
2023/12/09,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 4,MONTEVIDEO
2023/12/11,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 4,MONTEVIDEO
2023/12/10,ATENTADO VIOLENTO AL PUDOR,PREFECTURA DE TROUVILLE,MONTEVIDEO
2023/12/14,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 20,CANELONES
2023/12/15,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 25,CANELONES
2023/12/15,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 10,MALDONADO
2023/12/16,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 12,ROCHA
2023/12/20,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 24,CANELONES
2023/12/17,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 22,MONTEVIDEO
2023/12/18,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 3,SALTO
2023/12/19,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 3,MONTEVIDEO
2023/12/21,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 12,LAVALLEJA
2023/12/20,ATENTADO VIOLENTO AL PUDOR,PREFECTURA DE CANELONES,CANELONES
2023/12/20,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 2,ROCHA
2023/12/21,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 8,MONTEVIDEO
2023/12/22,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 2,ARTIGAS
2023/12/23,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 7,CANELONES
2023/12/28,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 8,MONTEVIDEO
2023/12/28,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 10,MONTEVIDEO
2023/12/28,ATENTADO VIOLENTO AL PUDOR,COMISARÍA 1,SALTO
