Ingreso,Título,Jurisdicción,Departamento
2021/09/09,ABUSO SEXUAL,COMISARÍA 15,CERRO LARGO
2021/09/02,ABUSO SEXUAL,COMISARÍA 27,CANELONES
2021/09/09,ABUSO SEXUAL,COMISARÍA 21,CANELONES
2021/11/11,ABUSO SEXUAL,COMISARÍA 19,MONTEVIDEO
2021/09/01,ABUSO SEXUAL,COMISARÍA 2,SORIANO
2021/09/08,ABUSO SEXUAL,COMISARÍA 2,CERRO LARGO
2021/09/04,ABUSO SEXUAL,COMISARÍA 7,ARTIGAS
2021/09/02,ABUSO SEXUAL,COMISARÍA 2,CERRO LARGO
2021/09/26,ABUSO SEXUAL,COMISARÍA 1,TREINTA Y TRES
2021/09/03,ABUSO SEXUAL,COMISARÍA 1,FLORIDA
2021/09/05,ABUSO SEXUAL,COMISARÍA 1,SORIANO
2021/09/23,ABUSO SEXUAL,COMISARÍA 13,MALDONADO
2021/09/03,ABUSO SEXUAL,COMISARÍA 6,MONTEVIDEO
2021/09/03,ABUSO SEXUAL,COMISARÍA 22,MONTEVIDEO
2021/09/03,ABUSO SEXUAL,COMISARÍA 7,MONTEVIDEO
2021/09/03,ABUSO SEXUAL,COMISARÍA 4,FLORIDA
2021/09/03,ABUSO SEXUAL,COMISARÍA 1,SORIANO
2021/09/15,ABUSO SEXUAL,COMISARÍA 1,CANELONES
2021/09/08,ABUSO SEXUAL,COMISARÍA 4,LAVALLEJA
2021/09/04,ABUSO SEXUAL,COMISARÍA 6,TACUAREMBÓ
2021/09/08,ABUSO SEXUAL,COMISARÍA 21,MONTEVIDEO
2021/09/05,ABUSO SEXUAL,COMISARÍA 11,ROCHA
2021/09/05,ABUSO SEXUAL,COMISARÍA 2,ARTIGAS
2021/09/05,ABUSO SEXUAL,COMISARÍA 1,CERRO LARGO
2021/09/05,ABUSO SEXUAL,COMISARÍA 7,MONTEVIDEO
2021/09/08,ABUSO SEXUAL,COMISARÍA 2,COLONIA
2021/09/06,ABUSO SEXUAL,COMISARÍA 1,SORIANO
2021/11/16,ABUSO SEXUAL,COMISARÍA 13,MONTEVIDEO
2021/09/27,ABUSO SEXUAL,COMISARÍA 4,RÍO NEGRO
2021/09/06,ABUSO SEXUAL,COMISARÍA 7,COLONIA
2021/09/06,ABUSO SEXUAL,COMISARÍA 13,DURAZNO
2021/09/07,ABUSO SEXUAL,COMISARÍA 1,RIVERA
2021/09/07,ABUSO SEXUAL,COMISARÍA 10,MALDONADO
2021/09/07,ABUSO SEXUAL,COMISARÍA 4,TACUAREMBÓ
2021/09/07,ABUSO SEXUAL,COMISARÍA 3,ARTIGAS
2021/09/09,ABUSO SEXUAL,COMISARÍA 19,MONTEVIDEO
2021/09/07,ABUSO SEXUAL,COMISARÍA 16,MONTEVIDEO
2021/09/07,ABUSO SEXUAL,COMISARÍA 3,MONTEVIDEO
2021/09/07,ABUSO SEXUAL,COMISARÍA 3,RIVERA
2021/09/10,ABUSO SEXUAL,COMISARÍA 5,SORIANO
2021/11/08,ABUSO SEXUAL,COMISARÍA 1,RIVERA
2021/11/08,ABUSO SEXUAL,COMISARÍA 2,RÍO NEGRO
2021/09/10,ABUSO SEXUAL,COMISARÍA 1,MALDONADO
2021/09/15,ABUSO SEXUAL,COMISARÍA 2,TACUAREMBÓ
2021/09/09,ABUSO SEXUAL,COMISARÍA 1,CANELONES
2021/09/08,ABUSO SEXUAL,COMISARÍA 12,MONTEVIDEO
2021/09/09,ABUSO SEXUAL,COMISARÍA 3,MONTEVIDEO
2021/09/16,ABUSO SEXUAL,COMISARÍA 23,MONTEVIDEO
2021/09/09,ABUSO SEXUAL,COMISARÍA 1,MALDONADO
2021/09/09,ABUSO SEXUAL,COMISARÍA 25,MONTEVIDEO
2021/09/09,ABUSO SEXUAL,COMISARÍA 4,MONTEVIDEO
2021/09/10,ABUSO SEXUAL,COMISARÍA 13,MONTEVIDEO
2021/09/24,ABUSO SEXUAL,COMISARÍA 10,RIVERA
2021/09/11,ABUSO SEXUAL,COMISARÍA 2,CANELONES
2021/09/15,ABUSO SEXUAL,COMISARÍA 6,MONTEVIDEO
2021/10/13,ABUSO SEXUAL,COMISARÍA 23,MONTEVIDEO
2021/09/12,ABUSO SEXUAL,COMISARÍA 17,MONTEVIDEO
2021/09/14,ABUSO SEXUAL,COMISARÍA 17,MONTEVIDEO
2021/09/14,ABUSO SEXUAL,COMISARÍA 21,MONTEVIDEO
2021/09/13,ABUSO SEXUAL,COMISARÍA 1,RIVERA
2021/09/13,ABUSO SEXUAL,COMISARÍA 5,TREINTA Y TRES
2021/09/14,ABUSO SEXUAL,COMISARÍA 23,MONTEVIDEO
2021/09/14,ABUSO SEXUAL,COMISARÍA 22,CANELONES
2021/09/14,ABUSO SEXUAL,COMISARÍA 3,COLONIA
2021/09/15,ABUSO SEXUAL,COMISARÍA 1,SORIANO
2021/09/14,ABUSO SEXUAL,COMISARÍA 22,CANELONES
2021/09/14,ABUSO SEXUAL,COMISARÍA 2,SALTO
2021/09/25,ABUSO SEXUAL,COMISARÍA 6,MALDONADO
2021/09/15,ABUSO SEXUAL,COMISARÍA 2,MONTEVIDEO
2021/09/14,ABUSO SEXUAL,COMISARÍA 1,FLORIDA
2021/09/15,ABUSO SEXUAL,COMISARÍA 2,TACUAREMBÓ
2021/09/14,ABUSO SEXUAL,COMISARÍA 5,SORIANO
2021/09/15,ABUSO SEXUAL,COMISARÍA 21,CANELONES
2021/09/15,ABUSO SEXUAL,COMISARÍA 25,MONTEVIDEO
2021/09/21,ABUSO SEXUAL,COMISARÍA 1,PAYSANDÚ
2021/09/15,ABUSO SEXUAL,COMISARÍA 28,CANELONES
2021/09/16,ABUSO SEXUAL,COMISARÍA 4,CANELONES
2021/09/16,ABUSO SEXUAL,COMISARÍA 24,MONTEVIDEO
2021/09/24,ABUSO SEXUAL,COMISARÍA 2,CANELONES
2021/09/16,ABUSO SEXUAL,COMISARÍA 2,PAYSANDÚ
2021/09/16,ABUSO SEXUAL,COMISARÍA 3,SORIANO
2021/09/21,ABUSO SEXUAL,COMISARÍA 13,MONTEVIDEO
2021/09/17,ABUSO SEXUAL,COMISARÍA 5,RIVERA
2021/09/21,ABUSO SEXUAL,COMISARÍA 7,MONTEVIDEO
2021/12/17,ABUSO SEXUAL,COMISARÍA 10,RIVERA
2021/09/28,ABUSO SEXUAL,COMISARÍA 2,RÍO NEGRO
2021/09/25,ABUSO SEXUAL,COMISARÍA 6,MALDONADO
2021/09/18,ABUSO SEXUAL,COMISARÍA 1,DURAZNO
2021/09/18,ABUSO SEXUAL,COMISARÍA 17,CANELONES
2021/09/28,ABUSO SEXUAL,COMISARÍA 10,RIVERA
2021/09/19,ABUSO SEXUAL,COMISARÍA 1,MALDONADO
2021/09/19,ABUSO SEXUAL,COMISARÍA 12,MONTEVIDEO
2021/09/19,ABUSO SEXUAL,COMISARÍA 12,LAVALLEJA
2021/09/20,ABUSO SEXUAL,COMISARÍA 12,ROCHA
2021/09/20,ABUSO SEXUAL,COMISARÍA 18,MONTEVIDEO
2021/09/20,ABUSO SEXUAL,COMISARÍA 7,COLONIA
2021/10/05,ABUSO SEXUAL,COMISARÍA 16,MONTEVIDEO
2021/09/21,ABUSO SEXUAL,COMISARÍA 1,ROCHA
2021/09/21,ABUSO SEXUAL,COMISARÍA 8,MONTEVIDEO
2021/09/22,ABUSO SEXUAL,COMISARÍA 2,ARTIGAS
2021/10/06,ABUSO SEXUAL,COMISARÍA 3,SALTO
2021/09/22,ABUSO SEXUAL,COMISARÍA 2,SAN JOSÉ
2021/09/23,ABUSO SEXUAL,COMISARÍA 2,FLORIDA
2021/09/22,ABUSO SEXUAL,COMISARÍA 5,CANELONES
2021/12/14,ABUSO SEXUAL,COMISARÍA 18,MONTEVIDEO
2021/09/23,ABUSO SEXUAL,COMISARÍA 2,MONTEVIDEO
2021/09/23,ABUSO SEXUAL,COMISARÍA 3,MONTEVIDEO
2021/09/25,ABUSO SEXUAL,COMISARÍA 19,MONTEVIDEO
2021/09/25,ABUSO SEXUAL,COMISARÍA 8,MONTEVIDEO
2021/09/25,ABUSO SEXUAL,COMISARÍA 15,MONTEVIDEO
2021/09/25,ABUSO SEXUAL,COMISARÍA 5,CANELONES
2021/09/27,ABUSO SEXUAL,COMISARÍA 16,FLORIDA
2021/11/25,ABUSO SEXUAL,COMISARÍA 9,RIVERA
2021/11/07,ABUSO SEXUAL,COMISARÍA 1,SAN JOSÉ
2021/09/26,ABUSO SEXUAL,COMISARÍA 7,CANELONES
2021/09/26,ABUSO SEXUAL,PREFECTURA DEL PUERTO DE SALTO,SALTO
2021/09/27,ABUSO SEXUAL,COMISARÍA 3,MONTEVIDEO
2021/09/27,ABUSO SEXUAL,COMISARÍA 2,ARTIGAS
2021/09/29,ABUSO SEXUAL,COMISARÍA 6,RÍO NEGRO
2021/09/27,ABUSO SEXUAL,COMISARÍA 7,ARTIGAS
2021/09/29,ABUSO SEXUAL,COMISARÍA 3,SALTO
2021/09/27,ABUSO SEXUAL,COMISARÍA 1,SALTO
2021/09/27,ABUSO SEXUAL,COMISARÍA 7,SAN JOSÉ
2021/09/27,ABUSO SEXUAL,COMISARÍA 1,TACUAREMBÓ
2021/09/27,ABUSO SEXUAL,COMISARÍA 25,MONTEVIDEO
2021/09/27,ABUSO SEXUAL,COMISARÍA 4,ROCHA
2021/09/28,ABUSO SEXUAL,COMISARÍA 2,ARTIGAS
2021/09/28,ABUSO SEXUAL,COMISARÍA 3,TACUAREMBÓ
2021/09/28,ABUSO SEXUAL,COMISARÍA 9,RIVERA
2021/09/29,ABUSO SEXUAL,COMISARÍA 25,MONTEVIDEO
2021/09/29,ABUSO SEXUAL,COMISARÍA 2,TACUAREMBÓ
2021/09/29,ABUSO SEXUAL,COMISARÍA 1,MALDONADO
2021/09/30,ABUSO SEXUAL,COMISARÍA 19,MONTEVIDEO
2021/10/04,ABUSO SEXUAL,COMISARÍA 1,SORIANO
2021/10/01,ABUSO SEXUAL,COMISARÍA 13,MONTEVIDEO
2021/10/01,ABUSO SEXUAL,COMISARÍA 4,SALTO
2021/10/04,ABUSO SEXUAL,COMISARÍA 2,MALDONADO
2021/12/15,ABUSO SEXUAL,COMISARÍA 9,MONTEVIDEO
2021/10/01,ABUSO SEXUAL,COMISARÍA 13,MONTEVIDEO
2021/10/01,ABUSO SEXUAL,COMISARÍA 4,SALTO
2021/10/01,ABUSO SEXUAL,COMISARÍA 4,ROCHA
2021/10/01,ABUSO SEXUAL,COMISARÍA 21,CANELONES
2021/10/02,ABUSO SEXUAL,COMISARÍA 10,MONTEVIDEO
2021/10/03,ABUSO SEXUAL,COMISARÍA 10,SAN JOSÉ
2021/10/21,ABUSO SEXUAL,COMISARÍA 4,MONTEVIDEO
2021/10/03,ABUSO SEXUAL,COMISARÍA 24,MONTEVIDEO
2021/10/03,ABUSO SEXUAL,COMISARÍA 2,ROCHA
2021/10/03,ABUSO SEXUAL,COMISARÍA 20,CANELONES
2021/10/03,ABUSO SEXUAL,COMISARÍA 7,CANELONES
2021/10/03,ABUSO SEXUAL,COMISARÍA 5,ROCHA
2021/10/06,ABUSO SEXUAL,COMISARÍA 3,COLONIA
2021/10/04,ABUSO SEXUAL,COMISARÍA 17,MONTEVIDEO
2021/10/08,ABUSO SEXUAL,COMISARÍA 4,SALTO
2021/10/15,ABUSO SEXUAL,COMISARÍA 7,COLONIA
2021/10/05,ABUSO SEXUAL,COMISARÍA 3,TACUAREMBÓ
2021/10/04,ABUSO SEXUAL,COMISARÍA 14,LAVALLEJA
2021/11/09,ABUSO SEXUAL,COMISARÍA 25,MONTEVIDEO
2021/10/05,ABUSO SEXUAL,COMISARÍA 11,MONTEVIDEO
2021/10/05,ABUSO SEXUAL,COMISARÍA 15,CANELONES
2021/10/06,ABUSO SEXUAL,COMISARÍA 22,CANELONES
2021/10/06,ABUSO SEXUAL,COMISARÍA 1,PAYSANDÚ
2021/10/06,ABUSO SEXUAL,COMISARÍA 20,MONTEVIDEO
2021/10/06,ABUSO SEXUAL,COMISARÍA 10,TACUAREMBÓ
2021/10/06,ABUSO SEXUAL,COMISARÍA 6,MALDONADO
2021/10/21,ABUSO SEXUAL,COMISARÍA 5,MONTEVIDEO
2021/10/06,ABUSO SEXUAL,COMISARÍA 16,MONTEVIDEO
2021/10/07,ABUSO SEXUAL,COMISARÍA 17,MONTEVIDEO
2021/10/07,ABUSO SEXUAL,COMISARÍA 17,MONTEVIDEO
2021/10/06,ABUSO SEXUAL,COMISARÍA 3,COLONIA
2021/10/07,ABUSO SEXUAL,COMISARÍA 16,MONTEVIDEO
2021/11/19,ABUSO SEXUAL,COMISARÍA 18,CANELONES
2021/10/08,ABUSO SEXUAL,COMISARÍA 1,PAYSANDÚ
2021/10/08,ABUSO SEXUAL,COMISARÍA 9,MONTEVIDEO
2021/10/08,ABUSO SEXUAL,COMISARÍA 24,CANELONES
2021/10/09,ABUSO SEXUAL,COMISARÍA 2,ARTIGAS
2021/10/09,ABUSO SEXUAL,COMISARÍA 11,DURAZNO
2021/11/22,ABUSO SEXUAL,COMISARÍA 23,MONTEVIDEO
2021/10/10,ABUSO SEXUAL,COMISARÍA 21,CANELONES
2021/10/10,ABUSO SEXUAL,COMISARÍA 18,MONTEVIDEO
2021/10/15,ABUSO SEXUAL,COMISARÍA 2,SORIANO
2021/10/12,ABUSO SEXUAL,COMISARÍA 3,PAYSANDÚ
2021/10/11,ABUSO SEXUAL,COMISARÍA 9,RIVERA
2021/10/22,ABUSO SEXUAL,COMISARÍA 6,FLORIDA
2021/12/10,ABUSO SEXUAL,COMISARÍA 18,MONTEVIDEO
2021/10/11,ABUSO SEXUAL,COMISARÍA 10,SAN JOSÉ
2021/10/12,ABUSO SEXUAL,COMISARÍA 25,MONTEVIDEO
2021/10/12,ABUSO SEXUAL,COMISARÍA 15,CERRO LARGO
2021/10/13,ABUSO SEXUAL,COMISARÍA 7,COLONIA
2021/11/03,ABUSO SEXUAL,COMISARÍA 11,ROCHA
2021/10/13,ABUSO SEXUAL,COMISARÍA 24,MONTEVIDEO
2021/10/13,ABUSO SEXUAL,COMISARÍA 1,MALDONADO
2021/10/18,ABUSO SEXUAL,COMISARÍA 19,MONTEVIDEO
2021/10/25,ABUSO SEXUAL,COMISARÍA 10,SAN JOSÉ
2021/10/15,ABUSO SEXUAL,COMISARÍA 1,RIVERA
2021/10/13,ABUSO SEXUAL,COMISARÍA 7,LAVALLEJA
2021/10/13,ABUSO SEXUAL,COMISARÍA 12,ROCHA
2021/10/13,ABUSO SEXUAL,COMISARÍA 2,TACUAREMBÓ
2021/10/14,ABUSO SEXUAL,COMISARÍA 2,SAN JOSÉ
2021/10/13,ABUSO SEXUAL,COMISARÍA 24,MONTEVIDEO
2021/10/14,ABUSO SEXUAL,COMISARÍA 4,RIVERA
2021/10/14,ABUSO SEXUAL,COMISARÍA 8,ARTIGAS
2021/10/14,ABUSO SEXUAL,COMISARÍA 4,DURAZNO
2021/10/14,ABUSO SEXUAL,COMISARÍA 3,COLONIA
2021/10/14,ABUSO SEXUAL,COMISARÍA 19,MONTEVIDEO
2021/10/18,ABUSO SEXUAL,COMISARÍA 24,MONTEVIDEO
2021/10/27,ABUSO SEXUAL,COMISARÍA 10,SAN JOSÉ
2021/10/28,ABUSO SEXUAL,COMISARÍA 6,SORIANO
2021/10/14,ABUSO SEXUAL,COMISARÍA 16,MONTEVIDEO
2021/12/14,ABUSO SEXUAL,COMISARÍA 3,SORIANO
2021/12/15,ABUSO SEXUAL,COMISARÍA 10,MALDONADO
2021/10/16,ABUSO SEXUAL,COMISARÍA 1,MONTEVIDEO
2021/10/15,ABUSO SEXUAL,COMISARÍA 12,MONTEVIDEO
2021/12/01,ABUSO SEXUAL,COMISARÍA 8,SAN JOSÉ
2021/10/20,ABUSO SEXUAL,COMISARÍA 18,MONTEVIDEO
2021/10/16,ABUSO SEXUAL,COMISARÍA 25,CANELONES
2021/10/17,ABUSO SEXUAL,COMISARÍA 17,MONTEVIDEO
2021/10/17,ABUSO SEXUAL,COMISARÍA 27,CANELONES
2021/10/19,ABUSO SEXUAL,COMISARÍA 11,MALDONADO
2021/10/18,ABUSO SEXUAL,COMISARÍA 19,MONTEVIDEO
2021/10/19,ABUSO SEXUAL,COMISARÍA 21,MONTEVIDEO
2021/10/25,ABUSO SEXUAL,COMISARÍA 6,MONTEVIDEO
2021/10/19,ABUSO SEXUAL,COMISARÍA 1,LAVALLEJA
2021/10/19,ABUSO SEXUAL,COMISARÍA 3,SALTO
2021/10/20,ABUSO SEXUAL,COMISARÍA 7,MONTEVIDEO
2021/10/19,ABUSO SEXUAL,COMISARÍA 1,SALTO
2021/10/20,ABUSO SEXUAL,COMISARÍA 19,MONTEVIDEO
2021/10/20,ABUSO SEXUAL,COMISARÍA 11,MALDONADO
2021/10/21,ABUSO SEXUAL,COMISARÍA 9,MONTEVIDEO
2021/10/20,ABUSO SEXUAL,COMISARÍA 8,MONTEVIDEO
2021/10/20,ABUSO SEXUAL,COMISARÍA 26,CANELONES
2021/10/21,ABUSO SEXUAL,COMISARÍA 5,SORIANO
2021/10/20,ABUSO SEXUAL,COMISARÍA 1,SAN JOSÉ
2021/10/21,ABUSO SEXUAL,COMISARÍA 1,FLORIDA
2021/10/22,ABUSO SEXUAL,COMISARÍA 19,MONTEVIDEO
2021/11/07,ABUSO SEXUAL,COMISARÍA 6,MONTEVIDEO
2021/10/23,ABUSO SEXUAL,COMISARÍA 4,ROCHA
2021/10/25,ABUSO SEXUAL,COMISARÍA 18,MONTEVIDEO
2021/10/21,ABUSO SEXUAL,COMISARÍA 5,SALTO
2021/10/21,ABUSO SEXUAL,COMISARÍA 7,ARTIGAS
2021/10/21,ABUSO SEXUAL,COMISARÍA 19,CANELONES
2021/10/21,ABUSO SEXUAL,COMISARÍA 3,CANELONES
2021/10/22,ABUSO SEXUAL,COMISARÍA 5,CANELONES
2021/10/22,ABUSO SEXUAL,COMISARÍA 5,MONTEVIDEO
2021/10/22,ABUSO SEXUAL,COMISARÍA 15,MONTEVIDEO
2021/10/22,ABUSO SEXUAL,COMISARÍA 2,SAN JOSÉ
2021/10/23,ABUSO SEXUAL,COMISARÍA 15,MONTEVIDEO
2021/10/24,ABUSO SEXUAL,COMISARÍA 21,MONTEVIDEO
2021/10/22,ABUSO SEXUAL,COMISARÍA 10,SAN JOSÉ
2021/10/22,ABUSO SEXUAL,COMISARÍA 2,RÍO NEGRO
2021/10/25,ABUSO SEXUAL,COMISARÍA 6,RÍO NEGRO
2021/10/23,ABUSO SEXUAL,COMISARÍA 13,MONTEVIDEO
2021/10/24,ABUSO SEXUAL,COMISARÍA 1,CERRO LARGO
2021/10/25,ABUSO SEXUAL,COMISARÍA 23,CANELONES
2021/10/24,ABUSO SEXUAL,COMISARÍA 14,COLONIA
2021/10/24,ABUSO SEXUAL,COMISARÍA 6,CANELONES
2021/11/19,ABUSO SEXUAL,COMISARÍA 9,RIVERA
2021/10/24,ABUSO SEXUAL,COMISARÍA 19,MONTEVIDEO
2021/10/28,ABUSO SEXUAL,COMISARÍA 20,MONTEVIDEO
2021/10/25,ABUSO SEXUAL,COMISARÍA 4,SALTO
2021/10/29,ABUSO SEXUAL,COMISARÍA 7,MONTEVIDEO
2021/10/27,ABUSO SEXUAL,COMISARÍA 1,SAN JOSÉ
2021/10/25,ABUSO SEXUAL,COMISARÍA 1,CANELONES
2021/10/25,ABUSO SEXUAL,COMISARÍA 4,RÍO NEGRO
2021/10/29,ABUSO SEXUAL,COMISARÍA 27,CANELONES
2021/10/29,ABUSO SEXUAL,COMISARÍA 15,DURAZNO
2021/10/29,ABUSO SEXUAL,COMISARÍA 3,MONTEVIDEO
2021/11/05,ABUSO SEXUAL,COMISARÍA 14,MONTEVIDEO
2021/10/26,ABUSO SEXUAL,COMISARÍA 4,DURAZNO
2021/11/13,ABUSO SEXUAL,COMISARÍA 1,MALDONADO
2021/10/26,ABUSO SEXUAL,COMISARÍA 19,MONTEVIDEO
2021/10/26,ABUSO SEXUAL,COMISARÍA 4,SALTO
2021/11/20,ABUSO SEXUAL,COMISARÍA 22,MONTEVIDEO
2021/10/29,ABUSO SEXUAL,COMISARÍA 10,MONTEVIDEO
2021/10/27,ABUSO SEXUAL,COMISARÍA 1,SALTO
2021/11/19,ABUSO SEXUAL,COMISARÍA 1,TACUAREMBÓ
2021/10/28,ABUSO SEXUAL,COMISARÍA 1,FLORES
2021/10/28,ABUSO SEXUAL,COMISARÍA 4,CANELONES
2021/10/28,ABUSO SEXUAL,COMISARÍA 14,SALTO
2021/10/28,ABUSO SEXUAL,COMISARÍA 28,CANELONES
2021/10/28,ABUSO SEXUAL,COMISARÍA 4,SALTO
2021/10/29,ABUSO SEXUAL,COMISARÍA 1,TACUAREMBÓ
2021/10/28,ABUSO SEXUAL,COMISARÍA 1,TREINTA Y TRES
2021/10/28,ABUSO SEXUAL,COMISARÍA 2,SORIANO
2021/10/28,ABUSO SEXUAL,COMISARÍA 17,MONTEVIDEO
2021/10/29,ABUSO SEXUAL,COMISARÍA 2,DURAZNO
2021/10/29,ABUSO SEXUAL,COMISARÍA 7,CANELONES
2021/11/20,ABUSO SEXUAL,COMISARÍA 18,CANELONES
2021/10/31,ABUSO SEXUAL,COMISARÍA 23,MONTEVIDEO
2021/10/31,ABUSO SEXUAL,COMISARÍA 14,SALTO
2021/10/31,ABUSO SEXUAL,COMISARÍA 1,DURAZNO
2021/10/30,ABUSO SEXUAL,COMISARÍA 20,CANELONES
2021/11/01,ABUSO SEXUAL,COMISARÍA 23,MONTEVIDEO
2021/11/01,ABUSO SEXUAL,COMISARÍA 26,CANELONES
2021/11/07,ABUSO SEXUAL,COMISARÍA 27,CANELONES
2021/10/31,ABUSO SEXUAL,COMISARÍA 2,MONTEVIDEO
2021/10/31,ABUSO SEXUAL,COMISARÍA 10,RIVERA
2021/10/31,ABUSO SEXUAL,COMISARÍA 4,COLONIA
2021/11/08,ABUSO SEXUAL,COMISARÍA 11,CERRO LARGO
2021/11/01,ABUSO SEXUAL,COMISARÍA 10,SAN JOSÉ
2021/11/17,ABUSO SEXUAL,COMISARÍA 18,MONTEVIDEO
2021/11/07,ABUSO SEXUAL,COMISARÍA 19,CANELONES
2021/11/02,ABUSO SEXUAL,COMISARÍA 8,MONTEVIDEO
2021/12/21,ABUSO SEXUAL,COMISARÍA 2,SAN JOSÉ
2021/11/02,ABUSO SEXUAL,COMISARÍA 15,DURAZNO
2021/12/21,ABUSO SEXUAL,COMISARÍA 3,MONTEVIDEO
2021/11/02,ABUSO SEXUAL,COMISARÍA 24,MONTEVIDEO
2021/11/03,ABUSO SEXUAL,COMISARÍA 24,MONTEVIDEO
2021/11/02,ABUSO SEXUAL,COMISARÍA 30,CANELONES
2021/11/03,ABUSO SEXUAL,COMISARÍA 12,MONTEVIDEO
2021/11/03,ABUSO SEXUAL,COMISARÍA 29,CANELONES
2021/11/03,ABUSO SEXUAL,COMISARÍA 6,RÍO NEGRO
2021/11/03,ABUSO SEXUAL,COMISARÍA 2,SAN JOSÉ
2021/11/08,ABUSO SEXUAL,COMISARÍA 5,SORIANO
2021/11/03,ABUSO SEXUAL,COMISARÍA 3,COLONIA
2021/11/03,ABUSO SEXUAL,COMISARÍA 10,LAVALLEJA
2021/11/03,ABUSO SEXUAL,COMISARÍA 3,MONTEVIDEO
2021/11/04,ABUSO SEXUAL,COMISARÍA 2,SAN JOSÉ
2021/11/04,ABUSO SEXUAL,COMISARÍA 8,COLONIA
2021/11/05,ABUSO SEXUAL,COMISARÍA 18,MONTEVIDEO
2021/11/04,ABUSO SEXUAL,COMISARÍA 2,ARTIGAS
2021/11/04,ABUSO SEXUAL,COMISARÍA 6,MALDONADO
2021/11/04,ABUSO SEXUAL,COMISARÍA 2,CANELONES
2021/11/04,ABUSO SEXUAL,COMISARÍA 10,SAN JOSÉ
2021/11/05,ABUSO SEXUAL,PREFECTURA DEL PUERTO DE MALDONADO,MALDONADO
2021/11/17,ABUSO SEXUAL,COMISARÍA 2,TACUAREMBÓ
2021/11/05,ABUSO SEXUAL,COMISARÍA 24,CANELONES
2021/11/05,ABUSO SEXUAL,COMISARÍA 24,MONTEVIDEO
2021/11/08,ABUSO SEXUAL,COMISARÍA 5,PAYSANDÚ
2021/11/05,ABUSO SEXUAL,COMISARÍA 2,SALTO
2021/11/06,ABUSO SEXUAL,COMISARÍA 24,MONTEVIDEO
2021/11/30,ABUSO SEXUAL,COMISARÍA 13,MONTEVIDEO
2021/11/19,ABUSO SEXUAL,COMISARÍA 9,RIVERA
2021/11/06,ABUSO SEXUAL,COMISARÍA 1,MONTEVIDEO
2021/11/16,ABUSO SEXUAL,COMISARÍA 3,RÍO NEGRO
2021/11/08,ABUSO SEXUAL,COMISARÍA 15,MONTEVIDEO
2021/11/06,ABUSO SEXUAL,COMISARÍA 18,CANELONES
2021/11/07,ABUSO SEXUAL,COMISARÍA 18,MONTEVIDEO
2021/11/10,ABUSO SEXUAL,COMISARÍA 4,MONTEVIDEO
2021/11/07,ABUSO SEXUAL,COMISARÍA 4,CANELONES
2021/11/07,ABUSO SEXUAL,COMISARÍA 4,SALTO
2021/11/08,ABUSO SEXUAL,COMISARÍA 19,MONTEVIDEO
2021/11/07,ABUSO SEXUAL,COMISARÍA 17,MONTEVIDEO
2021/11/08,ABUSO SEXUAL,COMISARÍA 19,MONTEVIDEO
2021/11/08,ABUSO SEXUAL,COMISARÍA 7,MONTEVIDEO
2021/11/10,ABUSO SEXUAL,COMISARÍA 27,CANELONES
2021/11/08,ABUSO SEXUAL,COMISARÍA 15,CERRO LARGO
2021/11/08,ABUSO SEXUAL,COMISARÍA 6,SAN JOSÉ
2021/11/08,ABUSO SEXUAL,COMISARÍA 7,ARTIGAS
2021/11/11,ABUSO SEXUAL,COMISARÍA 24,MONTEVIDEO
2021/11/09,ABUSO SEXUAL,COMISARÍA 9,RIVERA
2021/11/10,ABUSO SEXUAL,COMISARÍA 1,ARTIGAS
2021/11/10,ABUSO SEXUAL,COMISARÍA 11,CERRO LARGO
2021/12/21,ABUSO SEXUAL,COMISARÍA 6,CANELONES
2021/11/10,ABUSO SEXUAL,COMISARÍA 8,MONTEVIDEO
2021/11/11,ABUSO SEXUAL,COMISARÍA 16,MONTEVIDEO
2021/11/10,ABUSO SEXUAL,COMISARÍA 1,RIVERA
2021/11/11,ABUSO SEXUAL,COMISARÍA 16,MONTEVIDEO
2021/11/11,ABUSO SEXUAL,COMISARÍA 5,CANELONES
2021/11/11,ABUSO SEXUAL,COMISARÍA 23,MONTEVIDEO
2021/11/11,ABUSO SEXUAL,COMISARÍA 4,SALTO
2021/11/11,ABUSO SEXUAL,COMISARÍA 14,MONTEVIDEO
2021/11/11,ABUSO SEXUAL,COMISARÍA 25,CANELONES
2021/11/12,ABUSO SEXUAL,COMISARÍA 28,CANELONES
2021/11/11,ABUSO SEXUAL,COMISARÍA 10,SAN JOSÉ
2021/11/11,ABUSO SEXUAL,COMISARÍA 7,MONTEVIDEO
2021/11/11,ABUSO SEXUAL,COMISARÍA 1,CANELONES
2021/12/07,ABUSO SEXUAL,COMISARÍA 1,FLORIDA
2021/11/17,ABUSO SEXUAL,COMISARÍA 4,LAVALLEJA
2021/11/12,ABUSO SEXUAL,COMISARÍA 1,CANELONES
2021/11/12,ABUSO SEXUAL,COMISARÍA 6,RÍO NEGRO
2021/11/14,ABUSO SEXUAL,COMISARÍA 1,FLORIDA
2021/11/12,ABUSO SEXUAL,COMISARÍA 2,SALTO
2021/11/25,ABUSO SEXUAL,COMISARÍA 4,SALTO
2021/11/12,ABUSO SEXUAL,COMISARÍA 25,CANELONES
2021/12/01,ABUSO SEXUAL,COMISARÍA 21,CANELONES
